city,male_1_attempt,male_1_attempt_passes,male_pass_rate,male_zero_fault,female_1_attempt,female_1_attempt_passes,female_pass_rate,female_zero_fault,total_1_attempt,total_1_attempt_passes,total_pass_rate,total_zero_fault,,
Berwick-On-Tweed,136,88,64.7,3,166,93,56.0,4,302,181,59.9,7,,
Beverley LGV,801,466,58.2,19,838,392,46.8,15,"1,639",858,52.3,34,,
Birmingham (Garretts Green),"1,978",891,45.0,7,"1,777",636,35.8,2,"3,755","1,527",40.7,9,,
Birmingham (Kings Heath),"1,476",617,41.8,8,"1,520",529,34.8,3,"2,996","1,146",38.3,11,,
Birmingham (Kingstanding),"1,868",748,40.0,11,"1,623",471,29.0,4,"3,491","1,219",34.9,15,,
Birmingham (Shirley),"1,012",494,48.8,8,952,382,40.1,4,"1,964",876,44.6,12,,
Birmingham (South Yardley),"1,454",578,39.8,5,"1,274",342,26.8,2,"2,728",920,33.7,7,,
Birmingham (Sutton Coldfield),"1,340",681,50.8,10,"1,340",510,38.1,3,"2,680","1,191",44.4,13,,
Bishops Stortford,"1,367",670,49.0,22,"1,438",627,43.6,22,"2,805","1,297",46.2,44,,
Blackburn with Darwen,"1,501",735,49.0,8,"1,414",592,41.9,5,"2,915","1,327",45.5,13,,
Blackpool,"1,489",804,54.0,35,"1,317",614,46.6,11,"2,806","1,418",50.5,46,,
Bletchley,"1,876",914,48.7,9,"1,873",816,43.6,7,"3,749","1,730",46.1,16,,
Blyth,"1,165",700,60.1,23,"1,236",571,46.2,21,"2,401","1,271",52.9,44,,
Bodmin,866,477,55.1,15,911,432,47.4,5,"1,777",909,51.2,20,,
Bolton (Manchester),"1,605",895,55.8,16,"1,580",818,51.8,9,"3,185","1,713",53.8,25,,
Borehamwood (London),"1,185",627,52.9,10,"1,237",642,51.9,14,"2,422","1,269",52.4,24,,
Boston,793,467,58.9,15,871,450,51.7,12,"1,664",917,55.1,27,,
Bournemouth,"2,296","1,303",56.8,31,"2,425","1,240",51.1,28,"4,721","2,543",53.9,59,,
Bradford (Heaton),"1,455",681,46.8,8,"1,283",407,31.7,1,"2,738","1,088",39.7,9,,
Bradford (Thornbury),"1,017",458,45.0,3,807,289,35.8,1,"1,824",747,41.0,4,,
Brecon,222,137,61.7,4,240,144,60.0,0,462,281,60.8,4,,
Bredbury (Manchester),933,474,50.8,0,915,392,42.8,0,"1,848",866,46.9,0,,
Brentwood (London),628,278,44.3,4,620,247,39.8,0,"1,248",525,42.1,4,,
Bridgend,909,548,60.3,3,941,488,51.9,3,"1,850","1,036",56.0,6,,
Bridlington,501,326,65.1,17,477,229,48.0,6,978,555,56.7,23,,
Bristol (Brislington),"1,414",735,52.0,31,"1,358",629,46.3,13,"2,772","1,364",49.2,44,,
Bristol (Kingswood),"1,228",655,53.3,10,"1,141",529,46.4,2,"2,369","1,184",50.0,12,,
Bristol (Southmead),"2,141","1,157",54.0,25,"2,228","1,073",48.2,22,"4,369","2,230",51.0,47,,
Brodick (Isle of Arran),14,10,71.4,0,16,12,75.0,1,30,22,73.3,1,,
Bromsgrove,204,89,43.6,0,244,104,42.6,0,448,193,43.1,0,,
Buckie,72,36,50.0,2,85,47,55.3,0,157,83,52.9,2,,
Burgess Hill,"1,908","1,033",54.1,25,"1,967",979,49.8,26,"3,875","2,012",51.9,51,,
Burton on Trent,927,488,52.6,16,996,422,42.4,16,"1,923",910,47.3,32,,
Bury (Manchester),995,499,50.2,2,"1,030",425,41.3,1,"2,025",924,45.6,3,,
Bury St Edmunds,"1,195",659,55.1,7,"1,127",497,44.1,5,"2,322","1,156",49.8,12,,
Buxton,"1,029",655,63.7,17,"1,088",638,58.6,17,"2,117","1,293",61.1,34,,
Callander,120,50,41.7,0,107,46,43.0,0,227,96,42.3,0,,
Camborne,836,447,53.5,5,934,471,50.4,14,"1,770",918,51.9,19,,
Cambridge (Chesterton Road),"1,068",607,56.8,2,"1,186",627,52.9,4,"2,254","1,234",54.7,6,,
Cambridge (Cowley Road),"1,489",847,56.9,6,"1,727",857,49.6,4,"3,216","1,704",53.0,10,,
Campbeltown,31,18,58.1,0,32,19,59.4,1,63,37,58.7,1,,
Cannock,"1,240",731,59.0,17,"1,134",567,50.0,5,"2,374","1,298",54.7,22,,
Canterbury,608,256,42.1,2,619,226,36.5,2,"1,227",482,39.3,4,,
Cardiff (Llanishen),"2,070","1,034",50.0,43,"1,971",852,43.2,14,"4,041","1,886",46.7,57,,
Cardigan,224,122,54.5,5,225,121,53.8,4,449,243,54.1,9,,
Cardington,"1,422",695,48.9,9,"1,358",538,39.6,4,"2,780","1,233",44.4,13,,
Carlisle,729,427,58.6,4,765,381,49.8,11,"1,494",808,54.1,15,,
Carmarthen,330,191,57.9,2,295,136,46.1,1,625,327,52.3,3,,
Castle Douglas,94,55,58.5,2,82,45,54.9,1,176,100,56.8,3,,
Cheadle(Fire Station),261,149,57.1,0,305,148,48.5,0,566,297,52.5,0,,
Cheetham Hill (Manchester),"1,435",707,49.3,10,"1,389",569,41.0,0,"2,824","1,276",45.2,10,,
Chelmsford,"1,428",561,39.3,4,"1,399",495,35.4,0,"2,827","1,056",37.4,4,,
Cheltenham,"1,212",525,43.3,4,"1,308",482,36.9,0,"2,520","1,007",40.0,4,,
Chertsey (London),"1,573",820,52.1,33,"1,676",782,46.7,16,"3,249","1,602",49.3,49,,
Chester,"1,068",521,48.8,4,"1,128",493,43.7,4,"2,196","1,014",46.2,8,,
Chesterfield,729,370,50.8,7,722,343,47.5,4,"1,451",713,49.1,11,,
Chichester,956,504,52.7,7,997,452,45.3,9,"1,953",956,49.0,16,,
Chingford (London),"2,359",984,41.7,13,"1,956",608,31.1,5,"4,315","1,592",36.9,18,,
Chippenham,"1,340",704,52.5,16,"1,220",586,48.0,5,"2,560","1,290",50.4,21,,
Chorley,809,481,59.5,3,850,461,54.2,11,"1,659",942,56.8,14,,
Clacton-on-Sea,"1,101",548,49.8,6,"1,008",409,40.6,4,"2,109",957,45.4,10,,
Colchester,"1,134",474,41.8,16,"1,136",393,34.6,7,"2,270",867,38.2,23,,
Coventry,"1,374",620,45.1,3,"1,240",399,32.2,1,"2,614","1,019",39.0,4,,
Crawley,"1,340",615,45.9,1,"1,333",606,45.5,3,"2,673","1,221",45.7,4,,
Crewe,705,387,54.9,15,790,375,47.5,15,"1,495",762,51.0,30,,
Crieff,49,29,59.2,3,60,32,53.3,1,109,61,56.0,4,,
Croydon (London),"1,807",793,43.9,11,"1,356",464,34.2,2,"3,163","1,257",39.7,13,,
Cumnock,221,138,62.4,4,265,138,52.1,2,486,276,56.8,6,,
Darlington,978,467,47.8,19,898,460,51.2,10,"1,876",927,49.4,29,,
Derby,"2,096","1,095",52.2,19,"2,057",885,43.0,9,"4,153","1,980",47.7,28,,
Doncaster,"1,462",731,50.0,15,"1,593",791,49.7,9,"3,055","1,522",49.8,24,,
Dorchester,"1,299",847,65.2,29,"1,402",840,59.9,13,"2,701","1,687",62.5,42,,
Dumbarton,363,180,49.6,0,391,173,44.2,1,754,353,46.8,1,,
Dumfries,383,212,55.4,9,429,192,44.8,12,812,404,49.8,21,,
Dundee,"1,067",580,54.4,25,"1,221",562,46.0,24,"2,288","1,142",49.9,49,,
Dunfermline,640,274,42.8,7,681,273,40.1,1,"1,321",547,41.4,8,,
Dunoon,54,35,64.8,0,54,26,48.1,0,108,61,56.5,0,,
Duns,47,21,44.7,1,38,21,55.3,0,85,42,49.4,1,,
Durham,"1,615","1,033",64.0,60,"1,797","1,037",57.7,45,"3,412","2,070",60.7,105,,
East Kilbride,181,77,42.5,1,224,85,37.9,0,405,162,40.0,1,,
Eastbourne,"1,099",583,53.0,4,"1,029",491,47.7,4,"2,128","1,074",50.5,8,,
Edinburgh (Currie),"1,369",621,45.4,9,"1,376",502,36.5,2,"2,745","1,123",40.9,11,,
Edinburgh (Musselburgh),"1,737",930,53.5,13,"1,786",793,44.4,12,"3,523","1,723",48.9,25,,
Elgin,393,196,49.9,0,414,193,46.6,2,807,389,48.2,2,,
Elswick,862,400,46.4,3,834,300,36.0,5,"1,696",700,41.3,8,,
Enfield (London),"2,080",820,39.4,6,"2,018",642,31.8,2,"4,098","1,462",35.7,8,,
Erith (London),"1,145",460,40.2,5,"1,204",413,34.3,7,"2,349",873,37.2,12,,
Exeter,"1,464",838,57.2,11,"1,503",731,48.6,8,"2,967","1,569",52.9,19,,
Failsworth (Manchester),"1,558",720,46.2,1,"1,560",537,34.4,2,"3,118","1,257",40.3,3,,
Farnborough,"2,320","1,314",56.6,62,"2,392","1,203",50.3,54,"4,712","2,517",53.4,116,,
Folkestone,843,379,45.0,6,859,338,39.3,2,"1,702",717,42.1,8,,
Forfar,135,80,59.3,6,149,85,57.0,8,284,165,58.1,14,,
Fort William,97,60,61.9,2,90,62,68.9,2,187,122,65.2,4,,
Fraserburgh,139,92,66.2,7,150,75,50.0,3,289,167,57.8,10,,
Gairloch,13,9,69.2,1,10,7,70.0,0,23,16,69.6,1,,
Galashiels,203,115,56.7,4,215,125,58.1,1,418,240,57.4,5,,
Garston (Liverpool),"1,302",663,50.9,3,"1,265",549,43.4,4,"2,567","1,212",47.2,7,,
Gateshead,812,367,45.2,11,754,316,41.9,10,"1,566",683,43.6,21,,
Gillingham,"1,859",961,51.7,31,"1,883",833,44.2,15,"3,742","1,794",47.9,46,,
Girvan,50,33,66.0,0,72,38,52.8,2,122,71,58.2,2,,
Glasgow (Anniesland),"1,503",677,45.0,10,"1,491",628,42.1,7,"2,994","1,305",43.6,17,,
Glasgow (Baillieston),"1,314",633,48.2,6,"1,250",504,40.3,2,"2,564","1,137",44.3,8,,
Glasgow (Shieldhall),"1,208",484,40.1,19,"1,129",407,36.0,6,"2,337",891,38.1,25,,
Glasgow (Springburn Park),"1,340",617,46.0,11,"1,344",515,38.3,2,"2,685","1,132",42.2,13,,
Gloucester,"1,682",887,52.7,11,"1,685",848,50.3,16,"3,367","1,735",51.5,27,,
Golspie,14,8,57.1,0,23,9,39.1,0,37,17,45.9,0,,
Goodmayes (London),"4,969","2,070",41.7,68,"3,672","1,127",30.7,30,"8,641","3,197",37.0,98,,
Grangemouth,790,409,51.8,10,762,340,44.6,4,"1,552",749,48.3,14,,
Grantham,852,468,54.9,21,868,405,46.7,12,"1,720",873,50.8,33,,
Grantown-On-Spey,39,18,46.2,0,56,33,58.9,0,95,51,53.7,0,,
Greenford (London),"1,643",731,44.5,5,"1,380",511,37.0,3,"3,023","1,242",41.1,8,,
Greenock,479,213,44.5,0,449,178,39.6,1,928,391,42.1,1,,
Grimsby,886,395,44.6,7,916,374,40.8,4,"1,802",769,42.7,11,,
Guildford,"1,574",819,52.0,26,"1,617",814,50.3,44,"3,191","1,633",51.2,70,,
HULL (Craven Park),276,149,54.0,9,239,107,44.8,6,515,256,49.7,15,,
Haddington,304,191,62.8,6,308,167,54.2,3,612,358,58.5,9,,
Halifax,983,540,54.9,5,"1,023",428,41.8,1,"2,006",968,48.3,6,,
Hamilton,"1,044",478,45.8,1,"1,093",380,34.8,1,"2,137",858,40.1,2,,
Hartlepool,"1,014",575,56.7,20,"1,100",568,51.6,21,"2,114","1,143",54.1,41,,
Hastings,718,327,45.5,7,722,282,39.1,4,"1,440",609,42.3,11,,
Hawick,67,42,62.7,0,78,34,43.6,0,145,76,52.4,0,,
Hayes (London),"1,223",515,42.1,11,974,316,32.4,8,"2,197",831,37.8,19,,
Heckmondwike,"1,178",561,47.6,3,"1,162",417,35.9,4,"2,340",978,41.8,7,,
Hemel Hempstead,240,130,54.2,4,298,129,43.3,4,538,259,48.1,8,,
Hendon (London),"2,844","1,383",48.6,33,"2,769","1,127",40.7,19,"5,613","2,510",44.7,52,,
Hereford,693,351,50.6,7,731,320,43.8,6,"1,424",671,47.1,13,,
Herne Bay,"1,362",646,47.4,14,"1,391",571,41.0,11,"2,753","1,217",44.2,25,,
Hexham,265,136,51.3,3,321,164,51.1,2,586,300,51.2,5,,
Heysham,751,422,56.2,31,709,362,51.1,15,"1,460",784,53.7,46,,
High Wycombe,"1,302",721,55.4,10,"1,340",677,50.5,9,"2,642","1,398",52.9,19,,
Hinckley,746,483,64.7,22,775,432,55.7,9,"1,521",915,60.2,31,,
Hither Green (London),"2,719","1,204",44.3,55,"2,423",931,38.4,39,"5,142","2,135",41.5,94,,
Hornchurch (London),"1,681",749,44.6,17,"1,802",750,41.6,19,"3,483","1,499",43.0,36,,
Horsforth,"1,815",943,52.0,12,"1,844",769,41.7,9,"3,659","1,712",46.8,21,,
Huddersfield,"1,396",684,49.0,10,"1,461",632,43.3,9,"2,857","1,316",46.1,19,,
Hull,919,534,58.1,27,947,401,42.3,14,"1,866",935,50.1,41,,
Huntly,90,51,56.7,1,93,46,49.5,1,183,97,53.0,2,,
Hyde (Manchester),"1,050",658,62.7,15,"1,149",660,57.4,18,"2,199","1,318",59.9,33,,
Inveraray,11,8,72.7,0,15,9,60.0,1,26,17,65.4,1,,
Inverness (Cradlehall Business Park),594,311,52.4,1,535,223,41.7,2,"1,129",534,47.3,3,,
Inverurie,203,120,59.1,4,248,140,56.5,0,451,260,57.6,4,,
Ipswich,"1,771","1,123",63.4,36,"1,835",978,53.3,24,"3,606","2,101",58.3,60,,
Irvine,953,528,55.4,14,929,433,46.6,3,"1,882",961,51.1,17,,
Islay Island,15,8,53.3,0,17,9,52.9,0,32,17,53.1,0,,
Isle of Skye (Broadford),18,9,50.0,0,12,9,75.0,0,30,18,60.0,0,,
Isle of Skye (Portree),49,35,71.4,0,38,27,71.1,0,87,62,71.3,0,,
Isleworth (London),"2,827","1,389",49.1,20,"2,696","1,082",40.1,12,"5,523","2,471",44.7,32,,
Kelso,94,63,67.0,1,114,71,62.3,0,208,134,64.4,1,,
Kendal,695,527,75.8,22,661,452,68.4,15,"1,356",979,72.2,37,,
Kettering,"1,440",782,54.3,32,"1,476",645,43.7,23,"2,916","1,427",48.9,55,,
Kings Lynn,"1,103",601,54.5,8,"1,242",555,44.7,12,"2,345","1,156",49.3,20,,
Kingussie,37,26,70.3,0,19,12,63.2,0,56,38,67.9,0,,
Kirkcaldy,926,480,51.8,8,"1,011",477,47.2,13,"1,937",957,49.4,21,,
Knaresborough,"1,007",589,58.5,17,984,485,49.3,15,"1,991","1,074",53.9,32,,
Kyle of Lochalsh,22,15,68.2,0,16,9,56.3,0,38,24,63.2,0,,
Lairg,7,6,85.7,0,21,12,57.1,0,28,18,64.3,0,,
Lampeter,246,182,74.0,6,233,131,56.2,2,479,313,65.3,8,,
Lanark,322,171,53.1,0,409,167,40.8,0,731,338,46.2,0,,
Launceston,476,272,57.1,1,539,290,53.8,1,"1,015",562,55.4,2,,
Lee On The Solent,992,559,56.4,22,"1,040",499,48.0,5,"2,032","1,058",52.1,27,,
Leeds,"1,360",508,37.4,2,"1,193",415,34.8,0,"2,553",923,36.2,2,,
Leicester (Gipsy Lane),"1,945",854,43.9,13,"1,767",597,33.8,6,"3,712","1,451",39.1,19,,
Leicester (Wigston),"1,699",776,45.7,11,"1,844",688,37.3,14,"3,543","1,464",41.3,25,,
Leighton Buzzard,816,464,56.9,6,815,404,49.6,7,"1,631",868,53.2,13,,
Lerwick,156,99,63.5,4,112,64,57.1,4,268,163,60.8,8,,
Letchworth,869,434,49.9,9,995,432,43.4,7,"1,864",866,46.5,16,,
Lichfield,"1,265",726,57.4,12,"1,360",675,49.6,8,"2,625","1,401",53.4,20,,
Lincoln,"1,260",728,57.8,19,"1,322",666,50.4,18,"2,582","1,394",54.0,37,,
Llandrindod Wells,170,127,74.7,1,155,106,68.4,3,325,233,71.7,4,,
Llanelli,612,316,51.6,0,689,333,48.3,0,"1,301",649,49.9,0,,
Lochgilphead,47,32,68.1,0,42,30,71.4,0,89,62,69.7,0,,
Longbenton,"1,198",573,47.8,5,"1,261",464,36.8,3,"2,459","1,037",42.2,8,,
Loughborough,"1,034",593,57.4,6,"1,020",506,49.6,1,"2,054","1,099",53.5,7,,
Loughton (London),"1,028",545,53.0,7,971,428,44.1,4,"1,999",973,48.7,11,,
Louth,195,117,60.0,4,215,120,55.8,2,410,237,57.8,6,,
Lower Gornal,"1,796","1,068",59.5,65,"1,876",963,51.3,49,"3,672","2,031",55.3,114,,
Lowestoft,"1,025",558,54.4,14,987,460,46.6,6,"2,012","1,018",50.6,20,,
Ludlow,422,224,53.1,6,470,246,52.3,5,892,470,52.7,11,,
Luton,"1,893",770,40.7,30,"1,752",606,34.6,16,"3,645","1,376",37.8,46,,
Macclesfield,705,387,54.9,4,686,344,50.1,8,"1,391",731,52.6,12,,
Maidstone,"1,332",709,53.2,24,"1,289",612,47.5,17,"2,621","1,321",50.4,41,,
Malton,253,176,69.6,15,247,153,61.9,11,500,329,65.8,26,,
Melton Mowbray,465,338,72.7,24,573,312,54.5,12,"1,038",650,62.6,36,,
Merthyr Tydfil,939,578,61.6,7,967,527,54.5,5,"1,906","1,105",58.0,12,,
Middlesbrough,"2,159","1,118",51.8,97,"2,113",934,44.2,71,"4,272","2,052",48.0,168,,
Middleton,253,118,46.6,0,232,73,31.5,0,485,191,39.4,0,,
Mill Hill (London),"1,784",826,46.3,10,"1,646",613,37.2,8,"3,430","1,439",42.0,18,,
Mitcham (London),"2,156","1,123",52.1,17,"1,881",767,40.8,8,"4,037","1,890",46.8,25,,
Monmouth,644,439,68.2,30,621,375,60.4,23,"1,265",814,64.3,53,,
Montrose,153,92,60.1,6,159,72,45.3,4,312,164,52.6,10,,
Morden (London),"2,664","1,329",49.9,10,"2,569","1,145",44.6,12,"5,233","2,474",47.3,22,,
Nelson,881,462,52.4,13,924,412,44.6,5,"1,805",874,48.4,18,,
Newbury,"1,175",658,56.0,13,"1,212",658,54.3,20,"2,387","1,316",55.1,33,,
Newport (Gwent),"1,376",753,54.7,21,"1,273",605,47.5,23,"2,649","1,358",51.3,44,,
Newport (Isle Of Wight),604,381,63.1,4,626,359,57.3,5,"1,230",740,60.2,9,,
Newton Abbot,"1,257",793,63.1,7,"1,354",782,57.8,3,"2,611","1,575",60.3,10,,
Newton Stewart,53,30,56.6,0,61,34,55.7,1,114,64,56.1,1,,
Newtown,296,190,64.2,11,355,226,63.7,13,651,416,63.9,24,,
Norris Green (Liverpool),"1,953",915,46.9,5,"1,985",850,42.8,10,"3,938","1,765",44.8,15,,
Northallerton,613,370,60.4,17,689,343,49.8,13,"1,302",713,54.8,30,,
Northampton,"1,865",976,52.3,20,"1,898",819,43.2,15,"3,763","1,795",47.7,35,,
Northwich,921,555,60.3,8,930,487,52.4,6,"1,851","1,042",56.3,14,,
Norwich,"2,721","1,473",54.1,37,"2,781","1,324",47.6,30,"5,502","2,797",50.8,67,,
Nottingham (Beeston),"1,120",657,58.7,28,"1,130",557,49.3,16,"2,250","1,214",54.0,44,,
Nottingham (Clarendon Street),282,132,46.8,5,246,92,37.4,1,528,224,42.4,6,,
Nottingham (Clifton),262,125,47.7,1,258,102,39.5,1,520,227,43.7,2,,
Nottingham (Colwick),"1,828",941,51.5,18,"1,849",813,44.0,13,"3,677","1,754",47.7,31,,
Nuneaton,770,462,60.0,23,783,411,52.5,29,"1,553",873,56.2,52,,
Oban,84,38,45.2,0,100,54,54.0,0,184,92,50.0,0,,
Orkney,98,63,64.3,0,109,62,56.9,0,207,125,60.4,0,,
Oswestry,377,219,58.1,6,411,204,49.6,3,788,423,53.7,9,,
Oxford (Cowley),"1,923",996,51.8,14,"2,003",938,46.8,17,"3,926","1,934",49.3,31,,
Paisley,"1,137",480,42.2,2,"1,185",432,36.5,1,"2,322",912,39.3,3,,
Peebles,95,53,55.8,5,97,53,54.6,2,192,106,55.2,7,,
Pembroke Dock,431,246,57.1,0,489,268,54.8,2,920,514,55.9,2,,
Penzance,338,186,55.0,0,335,151,45.1,0,673,337,50.1,0,,
Perth,455,231,50.8,10,470,200,42.6,1,925,431,46.6,11,,
Peterborough,"2,128","1,127",53.0,40,"1,996",925,46.3,20,"4,124","2,052",49.8,60,,
Peterhead,296,197,66.6,4,287,156,54.4,5,583,353,60.5,9,,
Pinner (London),"2,921","1,520",52.0,32,"2,877","1,171",40.7,22,"5,798","2,691",46.4,54,,
Pitlochry,21,15,71.4,1,24,15,62.5,1,45,30,66.7,2,,
Plymouth,"1,673",725,43.3,4,"1,700",662,38.9,3,"3,373","1,387",41.1,7,,
Pontefract,"1,171",611,52.2,11,"1,158",497,42.9,3,"2,329","1,108",47.6,14,,
Pontypridd,"1,079",639,59.2,10,"1,071",566,52.8,14,"2,150","1,205",56.0,24,,
Portsmouth,"1,764",767,43.5,5,"1,684",646,38.4,7,"3,448","1,413",41.0,12,,
Preston,"1,743",943,54.1,37,"1,579",708,44.8,23,"3,322","1,651",49.7,60,,
Pwllheli,192,130,67.7,2,232,136,58.6,0,424,266,62.7,2,,
Reading,"2,584","1,331",51.5,38,"2,534","1,172",46.3,27,"5,118","2,503",48.9,65,,
Redditch,851,346,40.7,2,838,310,37.0,2,"1,689",656,38.8,4,,
Reigate,"1,158",652,56.3,8,"1,150",585,50.9,4,"2,308","1,237",53.6,12,,
Rhyl,681,312,45.8,1,754,277,36.7,0,"1,435",589,41.0,1,,
Rochdale (Manchester),"1,047",464,44.3,10,"1,077",395,36.7,4,"2,124",859,40.4,14,,
Rotherham,"1,235",693,56.1,13,"1,274",563,44.2,11,"2,509","1,256",50.1,24,,
Rothesay,24,10,41.7,0,30,12,40.0,0,54,22,40.7,0,,
Rugby,854,437,51.2,5,860,407,47.3,3,"1,714",844,49.2,8,,
Rutherglen,221,102,46.2,0,298,118,39.6,0,519,220,42.4,0,,
Sale (Manchester),"1,616",812,50.2,10,"1,558",653,41.9,11,"3,174","1,465",46.2,21,,
Salford (Fire Station),264,118,44.7,0,254,98,38.6,0,518,216,41.7,0,,
Salisbury,705,392,55.6,15,818,420,51.3,12,"1,523",812,53.3,27,,
Scarborough,420,269,64.0,8,429,205,47.8,3,849,474,55.8,11,,
Scunthorpe,"1,010",465,46.0,7,953,365,38.3,3,"1,963",830,42.3,10,,
Sevenoaks,"1,187",660,55.6,15,"1,099",555,50.5,17,"2,286","1,215",53.1,32,,
Sheffield (Middlewood Road),"1,504",880,58.5,11,"1,425",749,52.6,9,"2,929","1,629",55.6,20,,
Sheffield(Handsworth),"1,123",622,55.4,19,"1,128",563,49.9,7,"2,251","1,185",52.6,26,,
Shrewsbury,581,305,52.5,6,620,298,48.1,5,"1,201",603,50.2,11,,
Sidcup (London),"2,058",977,47.5,10,"1,877",705,37.6,11,"3,935","1,682",42.7,21,,
Skegness,332,215,64.8,19,345,202,58.6,15,677,417,61.6,34,,
Skipton,597,364,61.0,2,651,338,51.9,2,"1,248",702,56.3,4,,
Slough (London),"2,132","1,206",56.6,59,"2,222",997,44.9,26,"4,354","2,203",50.6,85,,
South Shields,857,473,55.2,33,876,415,47.4,17,"1,733",888,51.2,50,,
Southall (London),"1,776",743,41.8,10,"1,337",434,32.5,2,"3,113","1,177",37.8,12,,
Southampton (Forest Hills),979,467,47.7,6,975,393,40.3,7,"1,954",860,44.0,13,,
Southampton (Maybush),"1,683",917,54.5,2,"1,693",850,50.2,3,"3,376","1,767",52.3,5,,
Southend-on-Sea,734,323,44.0,1,962,389,40.4,3,"1,696",712,42.0,4,,
Southport (Liverpool),"1,126",566,50.3,6,"1,222",598,48.9,7,"2,348","1,164",49.6,13,,
St Albans,"1,412",761,53.9,17,"1,425",643,45.1,9,"2,837","1,404",49.5,26,,
St Helens (Liverpool),"1,186",669,56.4,3,"1,194",562,47.1,8,"2,380","1,231",51.7,11,,
Stafford,653,384,58.8,3,724,368,50.8,7,"1,377",752,54.6,10,,
Steeton,378,199,52.6,3,401,172,42.9,0,779,371,47.6,3,,
Stevenage,849,433,51.0,10,873,350,40.1,6,"1,722",783,45.5,16,,
Stirling,639,276,43.2,1,645,228,35.3,0,"1,284",504,39.3,1,,
Stoke-On-Trent(Cobridge),"1,064",495,46.5,12,"1,039",455,43.8,4,"2,103",950,45.2,16,,
Stoke-on-Trent(Newcastle-Under-Lyme),"1,097",554,50.5,5,"1,101",475,43.1,6,"2,198","1,029",46.8,11,,
Stornoway,89,41,46.1,1,107,48,44.9,0,196,89,45.4,1,,
Stranraer,62,31,50.0,1,115,69,60.0,0,177,100,56.5,1,,
Sunderland,"1,340",641,47.8,4,"1,315",570,43.3,4,"2,655","1,211",45.6,8,,
Sutton (London),"1,676",797,47.6,9,"1,832",755,41.2,7,"3,508","1,552",44.2,16,,
Swansea,"1,560",856,54.9,9,"1,500",762,50.8,10,"3,060","1,618",52.9,19,,
Swindon,"1,686",962,57.1,33,"1,712",900,52.6,25,"3,398","1,862",54.8,58,,
