city,male_1_attempt,male_1_attempt_passes,male_pass_rate,male_zero_fault,female_1_attempt,female_1_attempt_passes,female_pass_rate,female_zero_fault,total_1_attempt,total_1_attempt_passes,total_pass_rate,total_zero_fault
Brodick (Isle of Arran),17,9,52.9,2,22,13,59.1,0,39,22,56.4,2
Bromley (London),338,146,43.2,5,248,86,34.7,2,586,232,39.6,7
Buckie,56,27,48.2,1,72,42,58.3,0,128,69,53.9,1
Burgess Hill,1665,720,43.2,32,1621,580,35.8,16,3286,1300,39.6,48
Burton on Trent,1150,688,59.8,25,1161,508,43.8,13,2311,1196,51.8,38
Bury (Manchester),1143,454,39.7,1,1093,336,30.7,1,2236,790,35.3,2
Bury St Edmunds,1272,467,36.7,3,1247,445,35.7,5,2519,912,36.2,8
Buxton,907,464,51.2,6,943,406,43.1,5,1850,870,47.0,11
Callander,43,24,55.8,2,65,32,49.2,2,108,56,51.9,4
Camborne,941,409,43.5,11,1007,422,41.9,11,1948,831,42.7,22
Cambridge (Brookmount Court),2446,1242,50.8,15,2740,1285,46.9,14,5186,2527,48.7,29
Campbeltown,26,19,73.1,0,42,30,71.4,0,68,49,72.1,0
Canterbury,688,340,49.4,9,678,291,42.9,11,1366,631,46.2,20
Cardiff (Llanishen),2418,1384,57.2,68,2423,1203,49.6,48,4841,2587,53.4,116
Cardigan,248,129,52.0,4,285,130,45.6,3,533,259,48.6,7
Cardington,1487,696,46.8,34,1448,601,41.5,25,2935,1297,44.2,59
Carlisle,641,286,44.6,4,779,337,43.3,2,1420,623,43.9,6
Carlisle LGV,..,..,25.0,0,..,..,26.1,0,35,9,25.7,0
Carmarthen,359,193,53.8,2,395,199,50.4,1,754,392,52.0,3
Castle Douglas,72,32,44.4,1,88,40,45.5,0,160,72,45.0,1
Chadderton,1780,952,53.5,14,1690,695,41.1,20,3471,1648,47.5,34
Cheadle(Fire Station),808,470,58.2,21,930,493,53.0,15,1738,963,55.4,36
Cheetham Hill (Manchester),1993,869,43.6,6,1805,582,32.2,4,3799,1451,38.2,10
Chelmsford (Hanbury Road),1841,947,51.4,38,1932,866,44.8,21,3773,1813,48.1,59
Cheltenham,1221,580,47.5,15,1235,514,41.6,10,2456,1094,44.5,25
Chertsey (London),1602,803,50.1,54,1552,702,45.2,64,3154,1505,47.7,118
Chester,1607,766,47.7,16,1779,664,37.3,5,3386,1430,42.2,21
Chesterfield,729,325,44.6,29,778,315,40.5,27,1507,640,42.5,56
Chichester,1326,745,56.2,39,1283,651,50.7,18,2609,1396,53.5,57
Chingford (London),1840,816,44.3,39,1473,484,32.9,12,3314,1301,39.3,51
Chippenham,1289,636,49.3,33,1237,525,42.4,25,2526,1161,46.0,58
Chorley,937,542,57.8,13,954,542,56.8,10,1891,1084,57.3,23
Clacton-on-Sea,794,458,57.7,23,795,382,48.1,9,1589,840,52.9,32
Colchester,1317,613,46.5,28,1358,531,39.1,20,2675,1144,42.8,48
Coventry,1738,770,44.3,9,1542,514,33.3,5,3280,1284,39.1,14
Crawley,1371,587,42.8,16,1292,513,39.7,12,2663,1100,41.3,28
Crewe,803,389,48.4,1,800,316,39.5,0,1603,705,44.0,1
Crieff,36,25,69.4,2,52,22,42.3,2,88,47,53.4,4
Croydon (London),1344,583,43.4,37,947,314,33.2,10,2291,897,39.2,47
Cumnock,247,150,60.7,3,268,136,50.7,5,515,286,55.5,8
Darlington,912,489,53.6,18,791,355,44.9,14,1703,844,49.6,32
Darlington LGV,..,..,..,0,..,..,..,0,..,..,..,..
Derby (Alvaston),2183,1168,53.5,36,1998,881,44.1,21,4181,2049,49.0,57
Doncaster,1560,745,47.8,24,1598,638,39.9,9,3158,1383,43.8,33
Dorchester,1192,753,63.2,41,1283,725,56.5,24,2476,1479,59.7,65
Dudley,2177,968,44.5,29,2226,807,36.3,13,4403,1775,40.3,42
Dumbarton,385,164,42.6,0,400,168,42.0,0,786,332,42.2,0
Dumfries,391,196,50.1,13,385,170,44.2,3,776,366,47.2,16
Dundee,1258,747,59.4,61,1306,703,53.8,45,2565,1450,56.5,106
Dunfermline (Vine),513,254,49.5,23,557,269,48.3,25,1070,523,48.9,48
Dunoon,54,34,63.0,1,67,36,53.7,0,121,70,57.9,1
Duns,34,23,67.6,1,41,27,65.9,0,75,50,66.7,1
Durham,2047,1208,59.0,45,2094,1140,54.4,30,4141,2348,56.7,75
East Kilbride,370,166,44.9,3,517,228,44.1,3,887,394,44.4,6
Eastbourne,1068,573,53.7,8,1064,504,47.4,3,2132,1077,50.5,11
Edinburgh (Currie),1526,815,53.4,33,1524,732,48.0,24,3050,1547,50.7,57
Edinburgh (Musselburgh),1616,735,45.5,13,1747,627,35.9,13,3364,1363,40.5,26
Elgin,423,194,45.9,8,471,228,48.4,8,894,422,47.2,16
Elswick,1087,514,47.3,19,1130,438,38.8,12,2217,952,42.9,31
Enfield (Brancroft Way),..,..,..,0,..,..,..,0,..,..,28.6,..
Enfield (Innova Business Park),1677,774,46.2,24,1548,618,39.9,23,3225,1392,43.2,47
Erith (London),828,277,33.5,8,959,261,27.2,7,1787,538,30.1,15
Exeter,1502,739,49.2,6,1578,719,45.6,4,3080,1458,47.3,10
Farnborough,2729,1527,56.0,128,2741,1335,48.7,101,5470,2862,52.3,229
Featherstone,1405,569,40.5,17,1453,495,34.1,10,2858,1064,37.2,27
Folkestone,829,322,38.8,5,870,306,35.2,1,1699,628,37.0,6
Forfar,185,124,67.0,11,183,115,62.8,3,368,239,64.9,14
Fort William,94,55,58.5,0,106,66,62.3,1,200,121,60.5,1
Fraserburgh,143,99,69.2,11,162,108,66.7,16,305,207,67.9,27
Gairloch,22,16,72.7,1,21,16,76.2,2,43,32,74.4,3
Galashiels,211,116,55.0,2,181,90,49.7,3,392,206,52.6,5
Gateshead,756,361,47.8,10,654,254,38.8,2,1410,615,43.6,12
Gillingham,2238,1188,53.1,38,2270,1039,45.8,18,4509,2228,49.4,56
Girvan,50,38,76.0,1,68,30,44.1,0,118,68,57.6,1
Glasgow (Anniesland),1941,777,40.0,22,1771,654,36.9,11,3712,1431,38.6,33
Glasgow (Baillieston),1396,627,44.9,5,1447,582,40.2,4,2843,1209,42.5,9
Glasgow (Shieldhall),1178,455,38.6,4,1087,362,33.3,2,2266,818,36.1,6
Gloucester,1555,719,46.2,15,1554,658,42.3,8,3109,1377,44.3,23
Golspie,34,25,73.5,1,33,23,69.7,1,67,48,71.6,2
Goodmayes (London),5744,2429,42.3,96,5311,1690,31.8,50,11055,4119,37.3,146
Gosforth,1415,790,55.8,32,1295,552,42.6,13,2711,1342,49.5,45
Grangemouth,929,530,57.1,31,911,489,53.7,29,1840,1019,55.4,60
Grantham (Somerby),944,490,51.9,25,951,416,43.7,23,1895,906,47.8,48
Grantown-On-Spey,29,20,69.0,0,28,23,82.1,1,57,43,75.4,1
Greenford (Horsenden Lane),1776,782,44.0,11,1370,469,34.2,3,3147,1252,39.8,14
Greenock,402,186,46.3,2,474,198,41.8,2,876,384,43.8,4
Grimsby Coldwater,874,351,40.2,5,975,354,36.3,8,1849,705,38.1,13
Guildford,1577,838,53.1,21,1538,740,48.1,22,3115,1578,50.7,43
Haddington,328,196,59.8,8,312,161,51.6,10,640,357,55.8,18
Halifax,1064,443,41.6,5,937,312,33.3,4,2001,755,37.7,9
Halifax Maltings,..,..,..,0,..,..,..,0,..,..,..,..
Hamilton,1167,553,47.4,7,1190,479,40.3,4,2357,1032,43.8,11
Harlescott LGV,..,..,..,1,..,..,..,0,..,..,..,1
Hartlepool,1257,726,57.8,41,1379,689,50.0,27,2636,1415,53.7,68
Hastings (Ore),781,369,47.2,2,856,349,40.8,4,1637,718,43.9,6
Hawick,94,67,71.3,2,113,54,47.8,1,207,121,58.5,3
Hayes (London),749,322,43.0,15,682,228,33.4,5,1431,550,38.4,20
Heckmondwike,1342,650,48.4,6,1451,537,37.0,3,2793,1187,42.5,9
Hendon (London),2962,1283,43.3,24,2517,907,36.0,11,5479,2190,40.0,35
Hereford,756,433,57.3,24,763,380,49.8,17,1519,813,53.5,41
Herne Bay,1563,728,46.6,30,1684,630,37.4,16,3247,1358,41.8,46
Hexham,236,159,67.4,9,303,172,56.8,10,539,331,61.4,19
Heysham,716,363,50.7,28,631,280,44.4,15,1347,643,47.7,43
High Wycombe,1319,676,51.3,26,1270,585,46.1,21,2589,1261,48.7,47
Hinckley,617,284,46.0,5,665,289,43.5,7,1282,573,44.7,12
Hither Green (London),3087,1670,54.1,140,3081,1397,45.3,90,6168,3067,49.7,230
Hornchurch (London),1575,785,49.8,18,1605,704,43.9,18,3180,1489,46.8,36
Horsforth,2195,1138,51.8,32,2230,943,42.3,27,4425,2081,47.0,59
Huddersfield,1512,737,48.7,11,1625,685,42.2,8,3137,1422,45.3,19
Hull,2290,1141,49.8,57,2219,913,41.1,31,4509,2054,45.6,88
Huntly,67,40,59.7,1,72,41,56.9,3,139,81,58.3,4
Hyde (Manchester),1603,964,60.1,40,1846,942,51.0,30,3450,1906,55.2,70
Inveraray,25,22,88.0,1,22,20,90.9,1,47,42,89.4,2
Inverness (Seafield Road),545,249,45.7,9,591,239,40.4,8,1136,488,43.0,17
Inverurie,245,131,53.5,6,247,133,53.8,3,492,264,53.7,9
Ipswich,2080,1279,61.5,54,2065,1143,55.4,34,4145,2422,58.4,88
Irvine,1038,569,54.8,14,1099,532,48.4,9,2137,1101,51.5,23
Islay Island,18,15,83.3,0,21,13,61.9,0,39,28,71.8,0
Isle of Mull,..,..,..,0,..,..,..,0,11,10,90.9,..
Isle of Skye (Portree),43,30,69.8,0,45,33,73.3,0,88,63,71.6,0
Isle of Tiree,..,..,..,1,..,..,..,0,..,..,75.0,1
Isles of Scilly,..,..,..,0,..,..,..,0,..,..,75.0,0
Isleworth (Fleming Way),3618,1779,49.2,19,3025,1297,42.9,10,6643,3076,46.3,29
Kelso,61,39,63.9,1,72,33,45.8,0,133,72,54.1,1
Kendal (Oxenholme Road),621,405,65.2,30,609,355,58.3,18,1230,760,61.8,48
Kettering,1817,964,53.1,51,1819,747,41.1,23,3636,1711,47.1,74
Kings Lynn,1234,613,49.7,16,1339,592,44.2,4,2573,1205,46.8,20
Kingussie,15,8,53.3,0,20,9,45.0,1,35,17,48.6,1
Kirkcaldy,1096,576,52.6,46,1221,559,45.8,53,2317,1135,49.0,99
Knaresborough,855,465,54.4,23,884,420,47.5,19,1739,885,50.9,42
Kyle of Lochalsh,25,16,64.0,0,31,20,64.5,0,56,36,64.3,0
Lampeter,62,40,64.5,1,75,46,61.3,3,137,86,62.8,4
Lanark,341,187,54.8,4,469,218,46.5,7,810,405,50.0,11
Lancing,1961,980,50.0,36,2006,936,46.7,28,3967,1916,48.3,64
Launceston,477,228,47.8,1,527,246,46.7,4,1004,474,47.2,5
Lee On The Solent,1467,897,61.1,53,1418,731,51.6,28,2885,1628,56.4,81
Leeds,1430,531,37.1,2,1403,434,30.9,2,2833,965,34.1,4
Leicester (Cannock Street),2080,984,47.3,47,1740,547,31.4,13,3820,1531,40.1,60
Leicester (Wigston),2437,1035,42.5,7,2377,955,40.2,10,4814,1990,41.3,17
Leighton Buzzard (Stanbridge Road),1295,590,45.6,31,1303,516,39.6,21,2598,1106,42.6,52
Lerwick,125,82,65.6,7,131,85,64.9,12,256,167,65.2,19
Letchworth,1093,554,50.7,9,1167,529,45.3,8,2260,1083,47.9,17
Lichfield,1619,846,52.3,26,1679,769,45.8,7,3298,1615,49.0,33
Lincoln,1324,661,49.9,18,1339,565,42.2,13,2663,1226,46.0,31
Livingston,890,433,48.7,13,1002,445,44.4,10,1892,878,46.4,23
Llandrindod Wells,186,138,74.2,18,214,140,65.4,16,400,278,69.5,34
Llanelli,817,442,54.1,3,774,375,48.4,5,1591,817,51.4,8
Llantrisant,951,525,55.2,21,1069,593,55.5,12,2020,1118,55.3,33
Lochgilphead,43,34,79.1,1,33,24,72.7,1,76,58,76.3,2
Loughborough,1266,682,53.9,34,1253,579,46.2,19,2519,1261,50.1,53
Loughton (London),1271,589,46.3,38,1173,484,41.3,21,2444,1073,43.9,59
Louth,194,112,57.7,6,233,108,46.4,4,427,220,51.5,10
Lowestoft(Mobbs Way),1187,528,44.5,7,1172,472,40.3,12,2359,1000,42.4,19
Ludlow,477,236,49.5,5,555,263,47.4,4,1032,499,48.4,9
Luton,1729,658,38.1,15,1723,504,29.3,7,3452,1162,33.7,22
Macclesfield,698,351,50.3,4,682,322,47.2,0,1380,673,48.8,4
Maidstone,1271,627,49.3,19,1384,515,37.2,20,2655,1142,43.0,39
Mallaig,15,12,80.0,1,8,6,75.0,0,23,18,78.3,1
Malton,237,154,65.0,22,233,144,61.8,11,470,298,63.4,33
Melton Mowbray,522,325,62.3,18,579,336,58.0,21,1101,661,60.0,39
Merthyr Tydfil,1012,572,56.5,17,1021,495,48.5,9,2033,1067,52.5,26
Middlesbrough,2429,1372,56.5,131,2229,1029,46.2,69,4658,2401,51.5,200
Mill Hill (London),1989,1050,52.8,39,1665,695,41.7,22,3655,1745,47.7,61
Mitcham (London),1865,877,47.0,23,1970,766,38.9,20,3835,1643,42.8,43
Monmouth,630,350,55.6,11,631,311,49.3,16,1261,661,52.4,27
Montrose,146,101,69.2,11,172,115,66.9,5,318,216,67.9,16
Morden (London),4189,2247,53.6,31,3902,1792,45.9,29,8091,4039,49.9,60
Nelson,1223,673,55.0,9,1316,588,44.7,7,2539,1261,49.7,16
Newbury (Hambridge Lane),1127,623,55.3,38,1128,566,50.2,35,2255,1189,52.7,73
Newport (Gwent),1338,687,51.3,14,1316,572,43.5,10,2654,1259,47.4,24
Newport IOW (Innovation Centre),615,349,56.7,4,640,318,49.7,3,1255,667,53.1,7
Newton Abbot,1341,698,52.1,32,1334,567,42.5,23,2676,1265,47.3,55
Newton Stewart,53,25,47.2,0,80,44,55.0,0,133,69,51.9,0
Newtown,282,155,55.0,13,327,192,58.7,36,609,347,57.0,49
Norris Green (Liverpool),2555,1112,43.5,12,2789,1014,36.4,9,5344,2126,39.8,21
Northallerton,738,417,56.5,11,725,403,55.6,6,1463,820,56.0,17
Northampton,2172,1066,49.1,33,2050,848,41.4,21,4222,1914,45.3,54
Northwich,828,482,58.2,9,841,427,50.8,17,1669,909,54.5,26
Norwich (Jupiter Road),718,373,51.9,9,670,299,44.6,11,1388,672,48.4,20
Norwich (Peachman Way),2182,1220,55.9,70,2330,1156,49.6,62,4514,2376,52.6,132
Nottingham (Chilwell),1224,711,58.1,30,1075,537,50.0,27,2299,1248,54.3,57
Nottingham (Colwick),1932,969,50.2,16,1916,831,43.4,11,3848,1800,46.8,27
Nuneaton,1067,608,57.0,26,1025,519,50.6,17,2092,1127,53.9,43
Oban,91,53,58.2,1,90,46,51.1,1,181,99,54.7,2
Orkney,86,61,70.9,0,115,70,60.9,0,201,131,65.2,0
Oswestry,320,166,51.9,5,337,149,44.2,1,657,315,47.9,6
Oxford (Cowley),2495,1289,51.7,45,2422,1118,46.2,33,4918,2407,48.9,78
Paisley,1221,576,47.2,0,1317,525,39.9,1,2538,1101,43.4,1
Peebles,63,49,77.8,2,89,60,67.4,1,152,109,71.7,3
Pembroke Dock,532,307,57.7,7,544,279,51.3,1,1076,586,54.5,8
Penzance,362,182,50.3,3,385,173,44.9,1,747,355,47.5,4
Perth (Arran Road),542,309,57.0,25,560,213,38.0,4,1102,522,47.4,29
Peterborough,2384,1173,49.2,23,2245,922,41.1,16,4629,2095,45.3,39
Peterhead,260,164,63.1,20,309,186,60.2,18,569,350,61.5,38
Pinner (London),3367,1638,48.6,54,3154,1174,37.2,26,6521,2812,43.1,80
Pitlochry,30,26,86.7,4,49,41,83.7,12,79,67,84.8,16
Plymouth,1676,681,40.6,11,1659,530,31.9,7,3335,1211,36.3,18
Pontefract,1231,559,45.4,13,1231,491,39.9,12,2462,1050,42.6,25
Poole,2431,1381,56.8,57,2639,1269,48.1,43,5070,2650,52.3,100
Portsmouth,1784,921,51.6,24,1759,750,42.6,11,3543,1671,47.2,35
Preston,1921,1128,58.7,99,1938,1017,52.5,59,3859,2145,55.6,158
Pwllheli,158,100,63.3,3,219,135,61.6,3,377,235,62.3,6
Reading,2842,1420,50.0,58,2770,1239,44.7,49,5612,2659,47.4,107
Redditch,1052,463,44.0,11,1056,414,39.2,10,2108,877,41.6,21
Redhill Aerodrome,1032,546,52.9,14,1107,498,45.0,12,2140,1044,48.8,26
Rhyl,729,369,50.6,13,828,332,40.1,6,1557,701,45.0,19
Rochdale (Manchester),1228,419,34.1,1,1188,262,22.1,0,2416,681,28.2,1
Rotherham,1238,684,55.3,33,1240,557,44.9,17,2478,1241,50.1,50
Rothesay,29,13,44.8,0,33,24,72.7,0,62,37,59.7,0
Rugby,959,543,56.6,8,916,393,42.9,9,1875,936,49.9,17
Sale (Manchester),1741,938,53.9,20,1761,792,45.0,22,3502,1730,49.4,42
Salisbury,973,579,59.5,61,968,512,52.9,44,1941,1091,56.2,105
Scarborough,513,288,56.1,13,432,191,44.2,1,945,479,50.7,14
Scunthorpe,1018,495,48.6,8,1039,470,45.2,6,2057,965,46.9,14
Sevenoaks,1063,576,54.2,35,1129,545,48.3,21,2192,1121,51.1,56
Sheffield (Handsworth),1681,777,46.2,19,1600,562,35.1,9,3281,1339,40.8,28
Sheffield (Middlewood Road),1830,923,50.4,29,1751,674,38.5,17,3581,1597,44.6,46
Shrewsbury,616,283,45.9,3,612,255,41.7,4,1228,538,43.8,7
Sidcup (London),1843,915,49.6,24,1735,702,40.5,14,3578,1617,45.2,38
Skegness,318,179,56.3,6,340,172,50.6,6,658,351,53.3,12
Skipton,597,331,55.4,3,591,267,45.2,3,1188,598,50.3,6
Slough (London),2109,1038,49.2,27,2204,815,37.0,16,4313,1853,43.0,43
South Shields,1000,516,51.6,53,986,405,41.1,29,1986,921,46.4,82
Southall (London),1244,505,40.6,10,953,337,35.4,4,2197,842,38.3,14
Southampton (Forest Hills),1275,661,51.8,18,1247,522,41.9,13,2522,1183,46.9,31
Southampton (Maybush),1738,786,45.2,15,1751,699,39.9,12,3489,1485,42.6,27
Southend-on-Sea,1408,716,50.9,2,1555,726,46.7,4,2963,1442,48.7,6
Southport (Liverpool),1397,756,54.1,19,1383,624,45.1,9,2780,1380,49.6,28
Speke (Liverpool),1302,474,36.4,7,1294,351,27.1,0,2597,825,31.8,7
St Albans,1508,635,42.1,19,1574,612,38.9,22,3082,1247,40.5,41
St Helens (Liverpool),1426,672,47.1,6,1303,517,39.7,9,2729,1189,43.6,15
Stafford,600,341,56.8,2,705,321,45.5,4,1305,662,50.7,6
Steeton,724,353,48.8,8,669,267,39.9,6,1393,620,44.5,14
Stevenage,1156,583,50.4,21,1192,548,46.0,16,2348,1131,48.2,37
Stirling,757,342,45.2,7,737,311,42.2,2,1494,653,43.7,9
Stoke-On-Trent (Cobridge),1151,482,41.9,4,1177,358,30.4,2,2329,840,36.1,6
Stoke-on-Trent (Newcastle-Under-Lyme),1044,421,40.3,6,1136,417,36.7,5,2180,838,38.4,11
Stornoway,86,53,61.6,3,112,58,51.8,1,198,111,56.1,4
Stornoway LGV,..,..,..,0,..,..,..,0,..,..,..,0
Stranraer,93,53,57.0,1,77,49,63.6,3,170,102,60.0,4
Sunderland,1338,626,46.8,17,1430,585,40.9,12,2768,1211,43.8,29
Swansea,1632,865,53.0,6,1638,856,52.3,7,3270,1721,52.6,13
Swindon,2073,1055,50.9,50,1915,881,46.0,43,3988,1936,48.5,93
Taunton,1681,993,59.1,31,1692,865,51.1,31,3373,1858,55.1,62
Telford,1062,487,45.9,5,1151,402,34.9,0,2213,889,40.2,5
Thurrock LGV (London),..,..,..,0,..,..,..,0,..,..,..,0
Thurso,54,32,59.3,0,80,55,68.8,5,134,87,64.9,5
Tilbury,946,444,46.9,2,967,392,40.5,4,1913,836,43.7,6
Tolworth (London),2032,1086,53.4,30,1961,880,44.9,26,3994,1967,49.2,56
Tottenham,1097,468,42.7,8,891,282,31.6,0,1988,750,37.7,8
Trowbridge,303,159,52.5,7,400,182,45.5,13,703,341,48.5,20
Tunbridge Wells,1133,602,53.1,22,1174,528,45.0,7,2307,1130,49.0,29
Ullapool,17,12,70.6,1,19,12,63.2,0,36,24,66.7,1
Upton,1463,721,49.3,6,1484,629,42.4,8,2947,1350,45.8,14
Uxbridge (London),1151,588,51.1,33,927,404,43.6,14,2078,992,47.7,47
Wakefield,1581,761,48.1,36,1642,674,41.0,42,3223,1435,44.5,78
Wallasey,384,179,46.6,0,442,168,38.0,1,826,347,42.0,1
Walton LGV,..,..,..,0,..,..,..,0,..,..,..,0
Wanstead (London),1732,640,37.0,8,1306,367,28.1,4,3038,1007,33.1,12
Warrington,1360,821,60.4,42,1318,656,49.8,30,2678,1477,55.2,72
Warwick (Wedgenock House),2098,1131,53.9,25,2005,932,46.5,12,4103,2063,50.3,37
Watford,1421,721,50.7,13,1199,570,47.5,11,2620,1291,49.3,24
Watnall,1299,702,54.0,22,1375,686,49.9,18,2674,1388,51.9,40
Wednesbury,1419,575,40.5,7,1242,391,31.5,6,2661,966,36.3,13
Weedon LGV,..,..,..,0,..,..,..,0,..,..,..,0
Wellingborough,261,179,68.6,10,361,201,55.7,13,622,380,61.1,23
West Didsbury (Manchester),2841,1374,48.4,39,2649,1115,42.1,26,5490,2489,45.3,65
West Wickham (London),2570,1315,51.2,71,2916,1240,42.5,54,5486,2555,46.6,125
Westbury,289,148,51.2,8,351,159,45.3,8,640,307,48.0,16
Weston-super-Mare,1014,584,57.6,46,1050,523,49.8,35,2064,1107,53.6,81
Whitby,152,90,59.2,3,149,79,53.0,4,301,169,56.1,7
Whitchurch,296,137,46.3,5,301,124,41.2,1,597,261,43.7,6
Wick,71,40,56.3,0,84,57,67.9,1,155,97,62.6,1
Widnes,822,410,49.9,6,923,361,39.1,7,1745,771,44.2,13
Winchester,804,425,52.9,30,843,375,44.5,20,1647,800,48.6,50
Wolverhampton,1677,697,41.6,45,1684,517,30.7,19,3361,1214,36.1,64
Wood Green (London),1995,945,47.4,16,1758,678,38.6,10,3753,1623,43.2,26
Worcester,1720,840,48.8,9,1799,799,44.4,8,3519,1639,46.6,17
Workington,633,333,52.6,3,647,313,48.4,3,1280,646,50.5,6
Worksop,1033,607,58.8,26,1057,510,48.2,12,2090,1117,53.4,38
Wrexham,854,349,40.9,3,845,295,34.9,1,1699,644,37.9,4
Yeading (London),543,228,42.0,10,281,84,29.9,3,824,312,37.9,13
Yeovil,1433,908,63.4,30,1452,828,57.0,23,2885,1736,60.2,53
York,1530,851,55.6,32,1787,869,48.6,31,3317,1720,51.9,63
